url,created_at,content,comment_count,hahas,likes,sads,loves,cares,wows,angries,share_count
https://www.facebook.com/xalo.zodiac/posts/pfbid034HwhKpemB3WsdQQRDuYQQZoPbjYg97raXyQkgPBTTGhQu8hrmpmUXiTkofcqzuirl?__cft__[0]=AZU6OTtL20mGO_KGdtAITIA9-_UxGxYmMll4guFB0XlqW3VWEUdYBHXZieCivHPHnhv-rdm8CuiMmj5l2WFjoWVYXPTpShZTovdd7nOYCcLNSTJl9eYS_M44zegnd9XaJzC-XSbsMynegfPNUfrMq2ZmJEjKZaCL8U67Qd5VYf5SPy1zl3M_LAWRb0X_noJgA8hH6AxhMlhtIkJuGrGOUKNU&__tn__=%2CO%2CP-R,1700755148,Mở confession mới biết mấy nhõ Bọ Cạp nói nhiều nhất. Còn người trầm tính lạnh lùng ít nói nhất là cung nào thì biết rồi đó ,827,5009,4872,1231,90,15,21,3,96
https://www.facebook.com/xalo.zodiac/posts/pfbid04BwSD7wUygYZ4UFcRR7joJuCfv12N2TbRjQjsW2WxyxM1krtnQ8WkNh3M1djNyNbl?__cft__[0]=AZXDTCEvnKelkEJrGAOwfT5rAPFxbCJGBBIKJBBo96NjJWo64sOkwuE2qKQkoLyEb5lFn4mZaTkJGS_gabBdNpn9l-ZQqJG7jmUwYvIHIBrPjvXJbHvgktb90ioA24JqRbI__v2YcJ_z9Z6ImVRPx9RlEsflxTTNYDSmlMjQBnmvDIbXwp3PCNO8rTwipWV1mElJQp82aED17DqZT627oLzv&__tn__=%2CO%2CP-R,1700748050,"Đếm lại iiiii
#xunu
#zodiac
-----
Thỏ",1371,4641,2531,1678,43,21,12,3,277
https://www.facebook.com/xalo.zodiac/posts/pfbid0VMy9VMMNWXgTJCcuejW1kZZWBEyb4ytramRMHLnpR53T2dY4GCK14UNz54feyzgil?__cft__[0]=AZVzeMZKFhlsl5Z5rYy9SbxqxxNtQLG5cZtzVcYBeIYOXYZtQPD5-qiV5Z5yrrB4NEpHpKVapHFL0NmbSTGAoEIv4DU_c-QWn34gzpKe3uV48xwIvMhQBclz6xneihOOROjuD8weviRk6oEhuSoYhHwfKVVl5k3O--xcBV2tg0zQ0BvNQsOl3blAkeXMxXaDdnOoOnYEnZYH2br-rj9Mp_K-&__tn__=%2CO%2CP-R,1700744472,"Tinh ý vào mấy ông bà ơiii =))))
#zodiac #blackrouge #blackfriday",418,2316,2532,29,1226,476,432,0,122
https://www.facebook.com/xalo.zodiac/posts/pfbid0DMTvKWEbMRrdtjUzvRA2QitgPCH9VzhrJtLNJ2ptfrkMFMKba7BWiKwUwopEm6uEl?__cft__[0]=AZXjEyMUCxXMWN_FvqqRyelanmvLhIVzQfKKJCos7bBJW6Zj9RutP4yICR27vP_CsLn4yQwtkvdTwDbnpWZ3JavZQPJY-3YSiuhUwgRw6EXaX4TAkY1CgigWszL6r7LCJhLts6XWWFUoBvUMEtEdoS3DnHSWHQIYCkARuAWWMKyy6hve37sHyH8081MV9ZflLeGT4D_VnfBqe_-NKPb1yb0d&__tn__=%2CO%2CP-R,1700740867,"Ụa nhỏ nào lạ hoắc zô close friend t z???
#zodiac
#xalozodiac
-----
Twila",167,4392,2714,203,53,10,4,0,58
https://www.facebook.com/xalo.zodiac/posts/pfbid0P2Fy2CoJXcXTdqarnvohDF8tb7mwPPK9HhaHMAk4VQ4YCKJ2662Gp3rxCWTaQaUEl?__cft__[0]=AZVPZR0dFd33NFhE9R_8oSlFqkZsmUbW8uwOHLKvNJoLW6ct547Z2L1Od0xRUFP0ZXjs5iNymO_1j3b93QR7MEVynBdKwJBsmwY8YpOa9Oeuv7KPmyaXnuX5W1ltGX0G8AzGraU5C_vQCNINgPazKVxkOmTJrClH7bcj1jE0NgJEzSOJ5MiDZwsbrrD6qL-yra9XN29qRWlYphJRK7nzSG1D&__tn__=%2CO%2CP-R,1700712919,"Khi Bạch Dương, Sư Tử, Bọ Cạp, Ma Kết đi làm phục vụ mà gặp khách hàng gây khó dễ
 Khách hàng là thượng đế
 Thượng đội hạ đạp",1122,7874,4874,530,120,28,10,0,335
https://www.facebook.com/xalo.zodiac/posts/pfbid0Y4U4V1XWhmivJWN741NWLPG4dmYLFFetaRS1ydaxodSsRknycGaHtdWxbjietAj7l?__cft__[0]=AZVTuGRvBfLjdhj5PISjxpRIUm6VhsuObrIatENNu83Vw6dF341EP_ezcPP8ckULad_qUWl9i80KWnJDW9m5or5rMJ7Pf_xEL2XhlAKCCAa8t1oKdKBBLEGzRynnIqLu-2DW1tepcc_NMPD5KZ2nRzKTrfsUk-zBvMNm4VBeXUUomd4bbOkYz6K-jw3jXYeWIxo2_PZZ7u4eONeT96gheG3Y&__tn__=%2CO%2CP-R,1700664408,"Xa Lộ Zodiac xin được ra mắt chuyên mục mới mang tên Confession để mọi người có thể bày tỏ tâm tư, thắc mắc của mình á nè. Cả nhà hãy thoải mái chia sẻ vào đây cho chúng mình biết nhoé. Cfs sẽ được đăng lên page vào tối CN hàng tuần nhen. 
 Link form: (bên dưới comment)",159,43,3709,11,2412,62,7,0,64
https://www.facebook.com/xalo.zodiac/posts/pfbid022Prtvkn6opFRvsN4od7kodCVKFAqxPXCvavtmrW2ir1hM1EAckP32RZCBkzDfzoXl?__cft__[0]=AZUxoFnpxghfY3IysQP3t5cFeb9sCT5NGrRf-PuuEAFuv-PLW2w-WI4yWP8PPkuegEVjyGioq5uC6fpeCJlf3hLuPYFejwUIQ5mI3mqMt2YspdR7Qici4z1N2WbrEuI28rhIXjvn87KLwpO62wWoXtpnrUgIi4CxkL5uhL8ng-FujDK-jdAWpPHV5Dyg_llf375TUb-qxdjqIg-WdApX5tfq&__tn__=%2CO%2CP-R,1700661661,"Đọc zị bé Nha Mẫn khi iuuu
#nhanma
#zodiac
-----
Krin",2424,4873,3516,118,1643,152,24,1,956
https://www.facebook.com/xalo.zodiac/posts/pfbid02q4XNMg8TX3fpod4N5Rawzw6jZUgWXMwGAqZsfsqEgD2nDftCvtEouytFiq6d79aml?__cft__[0]=AZVhdgx7DCpHqqzpRzLgysaF331peXFRm_-nMvK1KbUskb38vSQYMsy9HpMrxPUCqr-yx3auzACj5qz1p5xCtM-RBqzLeoJ9HZ6mVDV-6FXxsP4yXMbXTABiB04UcwM-dWy5mtz3uEQFvAS8TMoFAGH6Ne1WMLMRpWMClK5L-Ick_4j2j3mSELnwtEoGGP-EtNyFL6Kb6i-ubP94Vi1xWjCE&__tn__=%2CO%2CP-R,1700654597,"Thỳ là z ákkk
#baobinh
#zodiac
-----
Men",439,1904,2276,571,145,24,16,0,175
https://www.facebook.com/xalo.zodiac/posts/pfbid0DyBB4YPo676D6UWHXcgYJ9Zz2PdpzJF9UPnxEsQvxzxbs2LzsHgGuQTnYhcyzArVl?__cft__[0]=AZXp8rPw-CylhUZAEhXW4R8eJRTa2zf8TIFMFNXnIH7iGvwhc4HCrruae72etubjl4cFZDe-JN0uVOYs416ktQPXhviDSuAkuyAIfHnucGZ6O6EoX6FbdtNoSq7bEUbiS9IIXEkoZOCzFVUQdZ-e35qp6kdH52Y6jcByLHvH2YM1mP-I3bj9k74_-ZsYQ7sB2qxMSVK4ehJM0BqYR3sMTmMD&__tn__=%2CO%2CP-R,1700568168,"Để t coi nó Việt Kiều cỡ nào
#nhanma
#songngu
#zodiac
-----
Miao bé tí",202,3452,1734,309,21,9,2,0,34
https://www.facebook.com/xalo.zodiac/posts/pfbid0MUbbjpALLTmjMWbcqCHV1hKFLvYzrT7VbSVYNoseEMza7Gsv4eXz9zpHM4VoZYeKl?__cft__[0]=AZWrKZWtg7pwCrlp69BVcHsx_64spt_ngMXwQtjtB5UfX1X-2vmWH-EUBrd1cdHhL0mTfJ5MafgxTBRQugc1V8Xzk5V2hokzNBAHhx7_5dYdGUAJAiYU2zPjExT7z0KD8tKvgAGRW6SvAoZ5-bwOGKaMw9JiyzjjoJkayvtVDc9kQwf2S0C2alNNpdCA2asjYi9fzGW_-0Y7vr4jUS_16Uu-&__tn__=%2CO%2CP-R,1700493636,Đời sống Messenger của 12 CHĐ - P1,277,4188,3228,114,102,11,9,0,499
https://www.facebook.com/xalo.zodiac/posts/pfbid02Mwu5yFwpzxd1ksAmjvb1R5GVrJvRFeDKYKJj9XWnywrjbr48BX3qMKZPiEoNNpRQl?__cft__[0]=AZUn4OmtzvAzcWCs1TfpuPEuVe9JMnSwrdKK3n4QVWsyJQTxbTAWZUns_L5uP_ERgd34KpizRKzWfiQ7q1XgI-h1wSnzlLxMhN1RHTAnPDOnPgKlgrIELM4T0nLaKDFpuUIwgT8ivEfYdhb1sDnXB8hX0hA_YlbQ_IZVpYdINMsT2IvduvX3nNvvfTNeWfBtpcZM-Me8d7lELEtcallcNlC6&__tn__=%2CO%2CP-R,1700486671,"Nhân cách thứ 2 của t tự nhin hếc hứng
#nhanma
#sutu
#zodiac
-----
Miao bé tí",574,2237,1395,490,32,4,5,7,66
https://www.facebook.com/xalo.zodiac/posts/pfbid02tuy91ZxSoVn3eLkysbTPMVfzPirppQCxbMFwxcskQickRoLNEv4demSckt6h1A4el?__cft__[0]=AZXzqOjhmEoGnJy7SNIrBxJED8pmoX_Hcyl2gAaoYq4-op-pTb4ep3leNCx2NXvE5R-CPvc1LCyKU9XqfsnUVHGXG6jWNunypSWha8QDR4IIAS-g8bYrhRadxd9DjJiag9nGOt8iimk7SiBAgN-_zjIzW96YBAz-OtSJZvibAut6zTF8mA74DvF8K51PqQuV17ubVhwno8VxnqXY5cxM7hQr&__tn__=%2CO%2CP-R,1700408189,"Song Tử, Nhân Mã, Song Ngư, Sư Tử, Kim Ngưu khi pị cđ tình iu chíuuuu:
#trasuaolong",888,5050,3019,1619,126,33,18,0,386
https://www.facebook.com/xalo.zodiac/posts/pfbid02amjEFdSp8CoDsJcCfBZgg9xsV2jd4nxBpZkKLXBUUMwuEZxG8czryL49QzHKFTnAl?__cft__[0]=AZVKE2O-uInfpl9nCKVRRLzMJPkl-YsdrAWof9R-xAc2fcxyXCzd4qFb3e_oHeDKU3t9qEjtljPMav3VAY5P4bxqVKftriD0CPwWFmYNe0k8GF6cU4ynkGlMZQdJAcVjF6HTAZY6RvcKZOU5wnQmc0cMSbX1aNgMHW6FSqkxMcdqzPuECm1lpLvbYhx4hy5-2R9zBtumnBRPcT_2zR8dPyGU&__tn__=%2CO%2CP-R,1700402743,"Thông điệp tuần mới cho 12 cung hoàng đạo 
-----
Nếu bạn có nhu cầu xem Tarot và Bản đồ sao hãy inbox trực tiếp cho Xa Lộ Tarot nha ^^
#tarot
#zodiac
#xalozodiac",347,16,7324,44,4365,106,7,2,2402
https://www.facebook.com/xalo.zodiac/posts/pfbid023YoCHJBZgPmxqi95fMMjZCegHM67PNzNrvS6GVNAmmpVJAedsPaei5mhc5Xa7fYl?__cft__[0]=AZWo13gqx3ugSwA4zDPqYkSDtOuRZWn1sImICA1yMH7cznrE_rxx6H371b1sQi-wtfGi8yxP68z6PEes4DV1_EkaKSjKwiaspc3ja9P_n2rvWj-oRG8kiutj77UyglLlPPhRsyMB0ei0nLI2_LXGTPueCoOrrSMyPUDyyvXdrHVxDg4ZItpHKPOQsKIatz6DHR08--UnP7NETiGZS8ebBK1Y&__tn__=%2CO%2CP-R,1700395305,"Xinloiiiimahhh
#songtu
#zodiac
-----
Feibuxita",1088,4233,2346,1190,52,11,16,4,146
https://www.facebook.com/xalo.zodiac/posts/pfbid02TKarVfxcZgB9HtpTZcdN2VDz8ZCLjSLsHHycsNrmoA2o1ckuNY75fRbuWvaGbxEcl?__cft__[0]=AZWwyVuh9ZWIJTGMcXs4V4Di0LQ58TN4ZwUQ-ZeIv0sO46tGE9iuuHtt4C-JNueq337Fe1PbyiB3CYQKXI5sEv0niz95RJv5FJLMsNUlL3gON4nG4_XnIktHAdNkv6Bk2hCEgjGsB0DLGpduyF14IqU6BXO-spmdHU8G9WZTc9Aa84fDZsyrwss1sANXAP1uS0WmynqB9i3cF_Jv6ZMjBSzW&__tn__=%2CO%2CP-R,1700299227,"Trung bình bữa ăn của cung Cự Giải, Bọ Cạp, Ma Kết, Bảo Bình: gà xào sả stress =)))",978,5998,3372,2174,52,11,8,2,356
https://www.facebook.com/xalo.zodiac/posts/pfbid02P8bHkjg4wjb3NDSsQyFu4YW87MV6F9XPDbnTkVTrqjuCgHsmJ1bXnuuCKbPMgeoPl?__cft__[0]=AZUA1ACz-d6AkFWOK2ccr3prEThx71i9jvdNuxaHxf3WNidzXFhf_1Bm0VRJ7bielUjDZCBqcGCKpk9f6qihX7HwRdJfDUBXP8I4l2A9WOez2ulGGcuskCkBetNWHZAIu0wrVlgdy-0iA56Qkxl4Y4ltJCKCXu7XeDw_hRIgJbMas4j1KnNeKIDjCnxMPt30V77a-vN5GdReA-fOWXjRROt8&__tn__=%2CO%2CP-R,1700228500,"2 thái cực 
#thienbinh
#xunu
#zodiac
-----
Twila",599,2025,2388,1179,59,13,13,2,115
https://www.facebook.com/xalo.zodiac/posts/pfbid02JoqzqQoXQVyztzyaRqmNnAcYR5C7j1fXKPtLbn3TfdGptfa4QLDs6GytDY6mwvYhl?__cft__[0]=AZWLZT-heWrOFuwDWwgJW62MkkyMlONvMEUIa90aflLjU7DXPMLX6x4YiiVN9ret702ZF6eOyQJ_LcGwScjB7ucmAniyjTLw0g_uxeyCTj3k5xIjfHIAPC7QtdKEEvRKalITUgW2vKUJmrj2Um7EC26zQh1r66eftXMMl4rs7yOkHyoOp0I5FK2F5OAsHk5vAg3gNhnRxMEn0VKx5BW-6Sak&__tn__=%2CO%2CP-R,1700150704,"Rỳ, giỡn mặt zới cung Đất hãaa",832,2873,4186,927,66,11,19,16,172
https://www.facebook.com/xalo.zodiac/posts/pfbid0v85AVyWSByzz8wgTmnyWWFKXshvPdWkBLUUcgoChSLXv7KjwCwa42W3uYoNrBkFl?__cft__[0]=AZUIC9dIxlR4GZFKdtRpp1pBWLbeNurSFhVJahBNnMrC5yHg249qgJipXA-54ISFa2F_uOtZhxcIXGl2p4NnrEH8mz5QjPHZoW33n_QgTriEjroKZ3vSGf95TrBXuS_deGOfcAk3E-x_cV7BVgVldPAkAzFZYVLn3zKpDtFzTrHd6JRUlBRzIpEiUWupASQxeM00JWGWDKSAM0datA3L6qVT&__tn__=%2CO%2CP-R,1700132413,"Bảo Bình, Bọ Cạp, Song Ngư:
Toxic but Addictive

#trasuaolong",1919,4984,6184,1984,420,87,53,6,582
https://www.facebook.com/xalo.zodiac/posts/pfbid0m5SHp41WXLhBtiFzNNZYC6WTJyaSiomhF2WXcTwLm9Peay9EY9D9AcyzRrzS71Cal?__cft__[0]=AZW8RITaDVwNB5U3r6dYUUdbitoxlkEzbXqAH-8563tolHFgO6ty8masAwPLArTZhUTluUjJb7tkzdRQ9iEVEJtbNdNvcHLVMiZbVdROOSNPTaZJ7OSXcioDBx8LVduawYTIcBcNy20hHYRCeiEfYBafqVTQt0nVdzUFey6JuPZsrPnAXNgRKdkNefFSfWRA-g80v16yumfwSBl5xhZ2Ii2I&__tn__=%2CO%2CP-R,1700106883,"Nước x Lửa: Overthinking gặp Overvôtư
#trasuaolong",4961,11538,8471,4893,194,49,43,6,1136
https://www.facebook.com/xalo.zodiac/posts/pfbid02idTnhMxLDC3PFXR7nAHFwviezus9sLB26oMygZzsYk7SsynCcidJ7tNvR4Q3dMDVl?__cft__[0]=AZXrSedAikhJS31EgKxnzPJcGaPjDBcJhsgx0Xj0vDRB6pHrpxiSUlpbO6GBjWtK3ZgYwZxpulO670BG3byekj91OXmCbn0NX-gAV1QrsM-7hd4okI-pAuoSXrJpFmmFDuU68IV2V_NSnKCKJLFGHptTmnpMJLzeakVwSofGCVvVVOQbus8c1_J9GNhSzbncl8SIhj1LS_l3Bor-gxjfORT0&__tn__=%2CO%2CP-R,1700060353,"Rất biết tận hưởng :)))
#maket
#zodiac
-----
Twila",604,4539,2909,191,254,52,9,2,190
https://www.facebook.com/xalo.zodiac/posts/pfbid02oMgvvG6RLynuGhji2F4FHw2TBdteSrsALWxZnMUHxK9oSk6yq2Nezqe77UyFg6cUl?__cft__[0]=AZV3oOqpahWl35TC93i6WSO8NQXCK_e26GqJzwDzCfMTdabmtSF1JwuW2Gys4UZXK0s09v-yrwd08_Q7q9r7cK48YqElLEulVWOwW9BJl3eatarnGN_TQSn_E3_bPoWEvTvCcrhTz38F015fS_dTSk1B8Fus0ZYxF9WTaNCjV1pCU6-4_8fRjfRnKPyF7SPvT5pqridStlMB_bwDouozWkaj&__tn__=%2CO%2CP-R,1700049341,"Mê cái cách cung Đất an ủi người khác 
#trasuaolong",2091,3939,2899,1636,69,23,13,1,294
https://www.facebook.com/xalo.zodiac/posts/pfbid0urFGJHKVo3hSss7iJMdDvzi7eTW2rmep9dEZSun2BSMkgScYq7EiTrEAARuq2ft2l?__cft__[0]=AZUjAgHlN9DNEReh6H2HQVgsoDL5NSZ8YN09wB_gkj37gRQf5_oirtsCRr5J3ZYOfrJG9OxqXjbuoFdBMN9feGncFFZ5kkD2qgUMqQ62eViyA28VIhFxvoaw6Dl2VZOlFs2GckNuieSHOWGHKb13cNJZND50jT8TpzuN8Jz46K3Id66AOselQbrHPkTyJufTwryG5v8Urs25lLB6m4C_gXRr&__tn__=%2CO%2CP-R,1700016677,"Trội Nước & Trội Khí yêu nhau: 
#trasuaolong",1375,5965,4980,2821,55,13,16,11,372
https://www.facebook.com/xalo.zodiac/posts/pfbid02ztVVDQ6EgV7A3pukari3K2daWej8QhoaUwsv4r2MabvdczUcTVM4DAfKPYpMsRUul?__cft__[0]=AZXSbMydxIi4VEODX6vsTmND6xYJJoO3_lkBNeMPk7xe3QihvMHyxMA90W5pFBGWaHOrOfRiNccswK4FdqozTlr3XfTt0CWnV6Cv-BLCvd4qTiMsEUHBJ9WKlWO-9IBxFY_s6JOk-k9h_8pW6Eg-Q6Q3sxvzaCyqSfE8T4Sr8zefIELEnh6KxhRD4sPFJwUBhpGpkrVuK5BReJu0ophBJVw4&__tn__=%2CO%2CP-R,1699978291,"Thiên Bình, Kim Ngưu, Cự Giải, Bảo Bình, Nhân Mã ngay cả khi tụi nó đang trong cuộc trò chuyện bí mật:
#trasuaolong",1157,6926,4881,2527,69,11,20,2,199
https://www.facebook.com/xalo.zodiac/posts/pfbid02TJP9rD1zWpDmW9vmVA4SoA6qg7n9Fupi2RtucCv8bRUz2wJ44xnGfQrvq9kkgs8Xl?__cft__[0]=AZUaMXAl6GQx3m4gM2i0GSKs50RWmGLb1qpV4TZ-AWodJhgQUoUmTEDL_9x6O1kXnBF6B_kVt_TPwa_mUXARxVLUxrs33eOsoEwCECCdx--7PgQc_NaMwHeW4PmSRZ4p46Xtwbw_QUb1uyO1aeWzCPXnXuqRt5yeRc5QFAD37HpM7XZOdcWoLpWsv7OV7EMMZ2HYgjILnTINrUb_3JS1DEPL&__tn__=%2CO%2CP-R,1699970462,"I need bánh mì trí nhớ 
#zodiac
#xalozodiac
-----
Twila",819,2471,2871,3571,57,7,12,1,193
https://www.facebook.com/xalo.zodiac/posts/pfbid029UP5TMBpiDkfUAyLFP8QsesUKNDGuSpPCkfFjQzuq2dy2uvvgcPBH8GVXXAYeWnxl?__cft__[0]=AZU46GfNXhiag4EiXnVU7DSlsXKeLrhHYyhZ9Eq9a6yUtZ8sNBXmna8dpu6HfiVh33fz9-1YkGM_ZZzU5RObzF_RjAXNQ308gQ_d8cLz81hGPxtpi7mSedOBcealkW2N5TPGNBxyG82XY3TimmEE7ubCBJlH9GvlGnjOmrViixBegshYd8TB_g0oxeD_axsInrnVKFTABukFNn41vdsc7W-b&__tn__=%2CO%2CP-R,1699963250,"Cuê quá 2 ơi =)))
#bocap
#sutu
#zodiac
-----
Twila",1576,6100,2702,2658,39,14,7,1,276
https://www.facebook.com/xalo.zodiac/posts/pfbid031cD81am3UpBA7D9LNzD84Lw32dHWffxpZqbJ7X2mPu6iRisYatFJuNMCsZYMTmLil?__cft__[0]=AZWj_aTgTC7H3yLi0IKF9Z5s1GM_8po2knzmXiTXboFVT_or2dtJF92WTQoGV5rS71IwGjhiCflvWhxskGV0Z_IbBStby4emIRgBzbUAQgkwA6KpTjDKTP4sEeJhpLf-T82JYcmfIsXgZnyVvR6Xdww3fYTFs-I7TkDIpGl9nLQD0rzP3j3qAEp1dvbzUjr2A3i4wQlvxbsqgMHGjZwzm_mR&__tn__=%2CO%2CP-R,1699884082,"Ráng chạy kpi trước Giáng Sinh iii kìa 
#sutu
#zodiac
-----
Feibuxita",741,2327,1463,667,38,7,4,2,168
https://www.facebook.com/xalo.zodiac/posts/pfbid0WNBGXNdFLEDhrptXxNNGWuHFhv6byKjDgves6iUDcBksXnDAJdUGcPZsPTN1Kp4nl?__cft__[0]=AZXzIvFmHxN4pKMhA6u4pXKHxUZP0E6oTP-HIQG2MtaOvF327huPYAB_3tA3ZdxNPK4cgnmojq4rUs89wfgMimcZi5XZ5Wcr_sd-S23tb8UbZbpjNEwe2pQV4REgsTEkaffzaAEOHAdeWH3AobdYeLQMJySpTa67Rl5UcAFElL1V53B9btfsj4nUknbw6Upi8K-SsEDN4y9KoygWpzvAd9X2&__tn__=%2CO%2CP-R,1699876840,"Không 
#thienbinh
#cugiai
#zodiac
-----
Miao bé tí",1187,2896,1690,979,35,8,5,6,121
https://www.facebook.com/xalo.zodiac/posts/pfbid0RaZnsRjFFjmzFDRqfeGVmi17cpVzJMCRYxmhzPZidu2bRR4fFbdzESvgYuVPKj3Tl?__cft__[0]=AZWriCyqo5PAoKpfCjT3yddTmN6Z8qT7Y02YUTpHWb7Mb9hDceFUWFGQ0aAMYszVLnF9KZGJAPVJQwHy14YAOwYGMqthwQGVfC2D8e-01vaq4JSFhF5geLm2sRCo7OQKNmV_QaCI0tRDqf-rgPrzcvECsAhIMLbL-K6zmUtRdWOCYlHl3GBfnomq-jwcvf7zTXv3euhCngYDjC-MjhqgEaDG&__tn__=%2CO%2CP-R,1699802964,"Cung Nước sau khi bị tình iu dập tơi tảaa:
#trasuaolong",2009,6275,5770,3156,158,28,12,3,616
https://www.facebook.com/xalo.zodiac/posts/pfbid0X2BbB8uvF27tz1QAeHZq3E2XxbMckzWjFMNU4K99LgbCp6kfPhfVhQvcV9bubwWGl?__cft__[0]=AZWSQXEJo-VR0zfeAFxM5qYoYxsozvk1SwYeJjKKTUUKh694zNvaHGr8Oqb6iYgm6lFmHcdJu2Jrf5Gy47hfQkPSV7JnpP3mAYrwP-W7_IVZgPIs7HL42SfNcEIlOItMWPfVRNKqWb7YJHEkl1b97KQmkp9tILToqXFW24m5TpdTST2fBE6Qsqh0bKrIh0ECLIfMVh6TQNYTMr_aBslk0_Fw&__tn__=%2CO%2CP-R,1699797604,"Thông điệp tuần mới cho 12 cung hoàng đạo 
-----
Nếu bạn có nhu cầu xem Tarot và Bản đồ sao hãy inbox trực tiếp cho Xa Lộ Tarot nha ^^
#tarot
#zodiac
#xalozodiac",449,14,8440,52,4838,113,8,1,2682
https://www.facebook.com/xalo.zodiac/posts/pfbid0VFrTVEj6MniUSLutB5HQhdgABcF7VMq2PuMw7BMnK53b9cq5vUmZktQMxdRR1MJxl?__cft__[0]=AZVt5Mrz8YUDhbLYnenjD6np5JxDR71mi5zSY2ky-9wADUPb9TIdyFuywhkZ2ovpV0BPHaNSxDt-klCt7uzQ5hHq_-tgQh-JSAmBZek_DM0iwjzYXpWRU8XqGxzpgeAWBbOmxYP3ecRyAUa-77wEt6YrM-qlUGSJLSPkLWx7PvMLqi9FALwtBY4RWLei4ZjDVVQXwy1RJ0lzssTJZNzxykrb&__tn__=%2CO%2CP-R,1699717378,"3 điểm đặc trưng ở một trội Bọ Cạp:
 Thù dai
 Siuuu simp
 Love language là skinship
#trasuaolong",2265,5249,7217,335,1647,123,51,3,717
https://www.facebook.com/xalo.zodiac/posts/pfbid02bsqPxbUX5Qk1oDueoQsFa7kogPE4UBNkJXXQnRDMqMSBN36AhvhfiXNYWBfR4vdFl?__cft__[0]=AZVLLBZUHPiGF7F2J8SvJ8M9iYCXB28TO_yuZUzwS5WhvIHHQOrYwaILFfMbTZ3_0dvhaDTEJmBiwwwZuL61L9haIrcWXhoqcD_--0UoTTzU8Ij1kXYC0OlTb9Ty9iSBP3tKRZ5nwNOlA9jO6l-1RkyME9CHdSx09LtMlkO4k_efMz0LySF53vs-yM4d3suKONR14dnRxczhlraF3Xhzbano&__tn__=%2CO%2CP-R,1699707648,"Không ngờ tới phải không :))))
#xalozodiac #Salebomtam #Lazada1111",304,3180,2342,270,832,516,478,0,44
https://www.facebook.com/xalo.zodiac/posts/pfbid0BJkfDCqaDTfM1pQhND91UdLCy8ytRMcAiCzYn6K6w37oaoiUYcCsjwug4fVLnVs8l?__cft__[0]=AZXkLEACEDAopSNoDz-080P4TbytCxgrqoEXDW2mMxewML86DbMXHxVBNmHRy8YWEAcSotnJOpMnjsmQG9n6fMnnIojq7jiNRuLzeaPnP7vh7FVE86PETx8RFZKS0S11yWxYbeXOJsJZDTVyy3HWVAOsiFQT9VMPuwUO2i6KL7sijv7jip6erK6lCE_ZMV2I0oeXfgmCD0rDtZp6KV7FK6l_&__tn__=%2CO%2CP-R,1699627086," Thật không
#bocap
#zodiac
-----
Hintie",626,2861,2140,793,42,5,11,2,99
https://www.facebook.com/xalo.zodiac/posts/pfbid0J6M4qcuL4NG8WhLNLLqDkCNXnrkzxfcziUKJwhd1NHrLW4RGwWgrQ7Ug4LVb115gl?__cft__[0]=AZUum1RgIvuiKt0okqjChGQqpgPdri5w87rbj-SWEuYl-WLxhpQ1xej8qbbS5XhZnqA9Nmx8NJMHw_LLklvXx1PhwmlQghtzhrMWJr_SaxzDYPTynWoAi5JIEoRjvazfYgW11Ix5WvieIno1U4b-SCpsB3QsQpGnkxt9qbJSVSAn5ck-o1yg0NBdRerHLwx9F-4AHTLno9vJS7e4KmnNSUsF&__tn__=%2CO%2CP-R,1699606747,"Một buổi cà hiaaaa ý nghĩa
 Nói thấuuu người khác
 Nằm lòng bản đồ sao của anh ta 
#trasuaolong",1528,4693,2794,123,140,19,12,0,235
https://www.facebook.com/xalo.zodiac/posts/pfbid033dq4j6FRAx2pwuhBdXquMkkxJr2XrisnoUec7hkJBpr9uhedWtyMUa5UWUqr1tjal?__cft__[0]=AZUGvhj15KLnxvpiSuDuvHR2z3BSHgnDDGeBZGYtrbms3INVyS-cRZNJGXpA5mecTtKGWo3-GFtRuIaYQCAzr-P9hrU9-iVQahMvB5IsFEg8eqZKekuD4DmdG0Jq6Gz2nZ8PHnLWc7dFR-0DK7UlS51A1nm97v8bnVEp8XuEtb5vEzMiVRPXmOWWY8YdDAIB1CzXRniKFkGxy-IXyK8BS5zM&__tn__=%2CO%2CP-R,1699541361,"Chạy sao cho thoát :)))
#bocap
#zodiac
-----
Feibuxita",382,2141,1772,1396,37,9,7,1,110
https://www.facebook.com/xalo.zodiac/posts/pfbid02CPDjGg1PyEBXqCnwAnzEdt86Kx8ZxCZwZUBBYPG8QPDZ9j9m4kzGpMeQzyPavkAFl?__cft__[0]=AZUFDgRzyVF5kOn-CSb_XB8wX9LmGO8mQWECq4bBcIkk32KlgXFFXIWwWz8E3uXhNH7Up7hybPWYBUDjaZkqW-0nuuQMJnon1Ebk792xSOJURBxZtNVKgpC5xvleD5oOSmQYVJs2VAEAFNUtxu4P2jt79oawP7CL_34NxpzYqrMKHH3JlstpzPgt5Syp1YisDe9PjLsW4ZnF9hNLipNjE8RB&__tn__=%2CO%2CP-R,1699500603,"Cung Đất khi thích người ta quá trời rồi nhưng còn mắc kẹt trust-issues:
#trasuaolong",1591,6055,5014,2487,175,17,26,3,706
